All Dependencies for Puppet
Package Title,Version,Authors,Description,Declared License,Discovered License(s),Package Manager,Package Homepage,
"Apache Directory LDAP API Extras ACI",1.0.0-M20,"","Extra LDAP API for Access Control Items","Apache-2.0","BSD-3-Clause; ANTLR-PD; MIT",Maven,"",
"ApacheDS Schema Interceptor",2.0.0-M15,"","
    Schema interceptor
  ","Apache-2.0","MIT; BSD-3-Clause",Maven,"",
"ApacheDS LDIF Partition",2.0.0-M15,"","A partition that backs it's entries and indices in AvlTrees within memory.","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS MVCC BTree implementation",1.0.0-M1,"","A MVCC BTree Implementation","Apache-2.0","MIT",Maven,"",
"ApacheDS Protocol Shared",2.0.0-M15,"","
    Shared library that is used by all protocol providers in ApacheDS
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Ehcache Core",2.4.4,"","This is the ehcache core module. Pair it with other modules for added functionality.","Apache-2.0","Public-Domain",Maven,"http://ehcache.org",
"Hamcrest Core",1.3,"","
    This is the core API of hamcrest matcher framework to be used by third-party framework providers. This includes the a foundation set of matcher implementations for common operations.
  ","BSD-2-Clause","",Maven,"http://hamcrest.org/",
"Apache Directory API ASN.1 API",1.0.0-M20,"","ASN.1 API","Apache-2.0","MIT",Maven,"",
"Apache Directory LDAP API Schema Data",1.0.0-M20,"","
    Jar bundled LDIF files containing schema data using the Apache Directory
    specific meta schema for describing schema information using LDAP.  This
    jar can be used by clients as well as by ApacheDS' schema partition.
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS Core",2.0.0-M15,"","
     Server's core contains the JNDI provider, interceptors, schema, and
     database subsystems.  The core is the heart of the server without protocols
     enabled.
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS JDBM Partition",2.0.0-M15,"","
    JDBM BTree backed partition implementation.
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS Authorization Interceptor",2.0.0-M15,"","
    Authorization interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS JDBM Original Implementation",2.0.0-M2,"","Original JDBM Implementation","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Apache Directory LDAP API Extras Codec API",1.0.0-M20,"","
    Extra LDAP controls and extended operation interfaces and POJOs for the
    Codec extensions used by clients and servers.
  ","Apache-2.0","ANTLR-PD; BSD-3-Clause; MIT",Maven,"",
"ApacheDS Referral Interceptor",2.0.0-M15,"","
    Referral interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS Generalized (X) DBM Partition",2.0.0-M15,"","Partition with search engine implementation generalized for XDBM entry store scheme","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS ChangeLog Interceptor",2.0.0-M15,"","
    ChangeLog interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS AdministrativePoint Interceptor",2.0.0-M15,"","
    AdministrativePoint interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Apache MINA Core ${project.version}",2.0.7,"","null","Apache-2.0","MIT",Maven,"",
"ApacheDS Core Annotations",2.0.0-M15,"","Annotations used to define a DirectoryService","Apache-2.0","CPL-1.0; BSD-3-Clause; MIT",Maven,"",
"Apache Directory LDAP API Codec Core",1.0.0-M20,"","LDAP Codec used by clients and servers","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"pry",0.12.2,"John Mair (banisterfiend), Conrad Irwin, Ryan Fitzgerald","An IRB alternative and runtime developer console","MIT","Python-2.0",RubyGem,"http://pryrepl.org",
"method_source",0.9.2,"John Mair (banisterfiend)","retrieve the sourcecode for a method","MIT","",RubyGem,"http://banisterfiend.wordpress.com",
"pry-nav",0.3.0,"Gopal Patel","Turn Pry into a primitive debugger. Adds 'step' and 'next' commands to control execution.","MIT","",RubyGem,"https://github.com/nixme/pry-nav",
"pry-byebug",3.8.0,"David Rodríguez, Gopal Patel","Combine 'pry' with 'byebug'. Adds 'step', 'next', 'finish',
    'continue' and 'break' commands to control execution.","MIT","",RubyGem,"https://github.com/deivid-rodriguez/pry-byebug",
"ApacheDS Exception Interceptor",2.0.0-M15,"","
    Exception interceptor
  ","Apache-2.0","MIT; BSD-3-Clause",Maven,"",
"ApacheDS Protocol Ldap",2.0.0-M15,"","The LDAPv3 protocol provider for ApacheDS","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"JUnit",4.11,"David Saff, Kevin Cooney, Stefan Birkner, Marc Philipp","JUnit is a unit testing framework for Java, created by Erich Gamma and Kent Beck. Test.","Common Public License Version 1.0","CPL-1.0",Maven,"http://junit.org",
"ApacheDS Triggers Interceptor",2.0.0-M15,"","
    Triggers interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Apache Directory LDAP API Codec Standalone",1.0.0-M20,"","This module was created to fix issue DIRSHARED-91 where the embedded Felix
    instance inside the default LdapCodecService implementation was making it 
    very problematic to deploy the ldap-codec inside an RCP (OSGi) environment
    and hence Apache Directory Studio could not use it.

    This module is most likely temporary and will disappear once we are fully
    OSGi enabled. This module is a plain old jar, not a bundle to avoid 
    accidental reuse as an OSGi module because it contains the version of the
    LdapCodecService that embeds Felix to make controls and extended ops 
    pluggable in the codec.","Apache-2.0","BSD-3-Clause; ANTLR-PD; MIT",Maven,"",
"ApacheDS Collective Attribute Interceptor",2.0.0-M15,"","
    Collective Attribute interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Apache Directory LDAP API Extras Codec",1.0.0-M20,"","
    Extra LDAP controls and extended operation extentions for the Codec used
    by clients and servers. These controls and extended operations are not 
    standard issue. Some are very ApacheDS specific. Some may be from obscure
    RFC draft specifications. Both ApacheDS and Studio will use these controls
    as well as clients if the codec loads these extensions.
  ","Apache-2.0","ANTLR-PD; BSD-3-Clause; MIT",Maven,"",
"ApacheDS Protocol Kerberos Codec",2.0.0-M15,"","The Kerberos protocol encoder/decoder module","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS Normalization Interceptor",2.0.0-M15,"","
    Normalization interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Commons Pool",1.6,"Morgan Delagrange, Geir Magnusson, Craig McClanahan, Rodney Waldhoff, David Weinrich, Dirk Verbeeck, Robert Burrell Donkin, Sandy McArthur, Gary Gregory","Commons Object Pooling Library","Apache-2.0","",Maven,"http://commons.apache.org/pool/",
"Apache HttpClient Mime",4.5.2,"","
   Apache HttpComponents HttpClient - MIME coded entities
  ","Apache-2.0","",Maven,"http://hc.apache.org/httpcomponents-client",
"Apache Directory LDAP API Client API",1.0.0-M20,"","
    LDAP Client API
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS Event Interceptor",2.0.0-M15,"","
    Event interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Apache Directory LDAP API Extras Util",1.0.0-M20,"","LDAP API Extra utility packages used by clients and servers","Apache-2.0","ANTLR-PD; BSD-3-Clause; MIT",Maven,"",
"ApacheDS Journal Interceptor",2.0.0-M15,"","
    Journal interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Apache Log4j",1.2.17,"","Apache Log4j 1.2","Apache-2.0","",Maven,"http://logging.apache.org/log4j/1.2/",
"ApacheDS Core Constants",2.0.0-M15,"","Contains classes that store interfaces with various constants in ApacheDS.","Apache-2.0","MIT",Maven,"",
"ApacheDS Subtree Interceptor",2.0.0-M15,"","
    Subtree interceptor
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"AntLR",2.7.7,"","null","BSD-3-Clause","",Maven,"http://www.antlr.org/",
"ApacheDS Core AVL",2.0.0-M15,"","A linked in memory AVL tree implementation with Cursor","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Apache Directory LDAP API Utilities",1.0.0-M20,"","Utilities shared across this top level project","Apache-2.0","MIT",Maven,"",
"ApacheDS I18n",2.0.0-M15,"","Internationalization of errors and other messages","Apache-2.0","MIT",Maven,"",
"Apache Directory LDAP API Extras Stored Procedures",1.0.0-M20,"","Extras LDAP API stored procedure packages used by clients and servers","Apache-2.0","BSD-3-Clause; ANTLR-PD; MIT",Maven,"",
"ApacheDS Mavibot Partition",2.0.0-M15,"","null","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"ApacheDS Core API",2.0.0-M15,"","
    Contains interfaces and helper classes that are part of the ApacheDS Core API.
  ","Apache-2.0","BSD-3-Clause; MIT",Maven,"",
"Apache Directory LDAP API Extras Trigger",1.0.0-M20,"","Extra LDAP API Trigger API","Apache-2.0","ANTLR-PD; BSD-3-Clause; MIT",Maven,"",
"clj-http",3.1.0,"","A Clojure HTTP library wrapping the Apache HttpComponents client.","MIT","",Maven,"https://github.com/dakrone/clj-http/",
"potemkin",0.4.3,"","Some useful facades.","MIT","",Maven,"",
"faraday",1.0.1,"@technoweenie, @iMacTia, @olleolleolle","HTTP/REST API client library.","MIT","",RubyGem,"https://github.com/lostisland/faraday",
"xml-simple",1.1.5,"Maik Schmidt","A simple API for XML processing.","Ruby","",RubyGem,"https://github.com/maik/xml-simple",
"github_changelog_generator",1.15.2,"Petr Korolev, Olle Jonsson, Marco Ferrari","Changelog generation has never been so easy. Fully automate changelog generation - this gem generate change log file based on tags, issues and merged pull requests from Github issue tracker.","MIT","",RubyGem,"https://github.com/skywinder/Github-Changelog-Generator",
"rubocop",0.57.2,"Bozhidar Batsov, Jonas Arvidsson, Yuji Nakayama","    Automatic Ruby code style checking tool.
    Aims to enforce the community-driven Ruby Style Guide.
","MIT","",RubyGem,"http://github.com/bbatsov/rubocop",
"activesupport",6.0.2.2,"David Heinemeier Hansson","A toolkit of support libraries and Ruby core extensions extracted from the Rails framework. Rich support for multibyte strings, internationalization, time zones, and testing.","MIT","",RubyGem,"http://www.rubyonrails.org",
"simplecov-console",0.7.2,"Chetan Sarva","Simple console output formatter for SimpleCov","MIT","",RubyGem,"http://github.com/chetan/simplecov-console",
"tomlrb",1.3.0,"Francois Bernier","A racc based toml parser","MIT","",RubyGem,"https://github.com/fbernier/tomlrb",
"license_finder",6.2.0,"Ryan Collins, Daniil Kouznetsov, Andy Shen, Shane Lattanzio, Li Sheng Tai, Vlad vassilovski, Jacob Maine, Matthew Kane Parker, Ian Lesperance, David Edwards, Paul Meskers, Brent Wheeldon, Trevor John, David Tengdin, William Ramsey, David Dening, Geoff Pleiss, Mike Chinigo, Mike Dalessio, Jeff Jun","    LicenseFinder works with your package managers to find
    dependencies, detect the licenses of the packages in them, compare
    those licenses against a user-defined whitelist, and give you an
    actionable exception report.
","MIT","Multi-license: GPL-3.0-only OR MIT; Multi-license: Apache-2.0 OR MIT OR MPL-2.0 OR BSD-3-Clause OR CC0-1.0 OR Python-2.0 OR GPL-2.0-only OR GPL-3.0-only OR LGPL-2.1-only; Apache-2.0; GPL-3.0-only; LGPL-2.1-only; GPL-2.0-only; Python-2.0; BSD-2-Clause; BSD-3-Clause; BSD-4-Clause; CDDL-1.0; MPL-2.0-no-copyleft-exception; EPL-1.0; Apache-1.1; Ruby; LGPL-3.0-only",RubyGem,"https://github.com/pivotal/LicenseFinder",
"rainbow",3.0.0,"Marcin Kulik, Olle Jonsson","Colorize printed text on ANSI terminals","MIT","",RubyGem,"https://github.com/sickill/rainbow",
"jaro_winkler",1.5.4,"Jian Weihang","jaro_winkler is an implementation of Jaro-Winkler \
  distance algorithm which is written in C extension and will fallback to pure \
  Ruby version in platforms other than MRI/KRI like JRuby or Rubinius. Both of \
  C and Ruby implementation support any kind of string encoding, such as \
  UTF-8, EUC-JP, Big5, etc.","MIT","",RubyGem,"https://github.com/tonytonyjan/jaro_winkler",
"with_env",1.1.0,"Zach Dennis","
    WithEnv is an extremely small helper module for executing code with ENV variables. It exists because
    I got tired of re-writing or copying over a #with_env helper method for the 131st time.
  ","MIT","",RubyGem,"https://github.com/mhs/with_env-rb",
"zeitwerk",2.3.0,"Xavier Noria","    Zeitwerk implements constant autoloading with Ruby semantics. Each gem
    and application may have their own independent autoloader, with its own
    configuration, inflector, and logger. Supports autoloading, preloading,
    reloading, and eager loading.
","MIT","",RubyGem,"https://github.com/fxn/zeitwerk",
"rubocop-rspec",1.27.0,"John Backus, Ian MacLeod, Nils Gemeinhardt","    Code style checking for RSpec files.
    A plugin for the RuboCop code style enforcing &amp; linting tool.
","MIT","",RubyGem,"http://github.com/backus/rubocop-rspec",
"beaker-task_helper",1.7.4,"puppet","null","Apache-2.0","",RubyGem,"https://github.com/puppetlabs/beaker-task_helper",
"beaker-google",0.2.1,"Rishi Javia, Kevin Imber, Tony Vu","For use for the Beaker acceptance testing tool","Apache-2.0","",RubyGem,"https://github.com/puppetlabs/beaker-google",
"beaker-aws",0.9.0,"Rishi Javia, Kevin Imber, Tony Vu","For use for the Beaker acceptance testing tool","Apache-2.0","",RubyGem,"https://github.com/puppetlabs/beaker-aws",
"os",1.1.0,"rdp, David McCullars","The OS gem allows for some useful and easy functions, like OS.windows? (=> true or false) OS.bits ( => 32 or 64) etc""","MIT","",RubyGem,"http://github.com/rdp/os",
"mini_mime",1.0.2,"Sam Saffron","A lightweight mime type lookup toy","MIT","",RubyGem,"https://github.com/discourse/mini_mime",
"ipaddress",0.8.3,"bluemonk, mikemackintosh","IPAddress is a Ruby library designed to make manipulation 
      of IPv4 and IPv6 addresses both powerful and simple. It mantains
      a layer of compatibility with Ruby's own IPAddr, while 
      addressing many of its issues.","MIT","",RubyGem,"https://github.com/bluemonk/ipaddress",
"fog-json",1.2.0,"Wesley Beary (geemus), Paul Thornthwaite (tokengeek), The fog team","Extraction of the JSON parsing tools shared between a
                          number of providers in the 'fog' gem.","MIT","",RubyGem,"http://github.com/fog/fog-json",
"formatador",0.2.5,"geemus (Wesley Beary)","STDOUT text formatting","MIT","",RubyGem,"http://github.com/geemus/formatador",
"rest-client",1.8.0,"REST Client Team","A simple HTTP and REST client for Ruby, inspired by the Sinatra microframework style of specifying actions: get, put, post, delete.","MIT","CC-BY-3.0; Apache-2.0",RubyGem,"https://github.com/rest-client/rest-client",
"puppet-lint",2.3.6,"Tim Sharpe","Checks your Puppet manifests against the Puppetlabs
  style guide and alerts you to any discrepancies.","MIT","",RubyGem,"https://github.com/rodjek/puppet-lint/",
"rbvmomi",1.13.0,"Rich Lane, Christian Dickmann","Ruby interface to the VMware vSphere API","MIT","",RubyGem,"https://github.com/vmware/rbvmomi",
"googleauth",0.12.0,"Tim Emiola","   Allows simple authorization for accessing Google APIs.
   Provide support for Application Default Credentials, as described at
   https://developers.google.com/accounts/docs/application-default-credentials
","Apache-2.0","BSD-3-Clause",RubyGem,"https://github.com/google/google-auth-library-ruby",
"fog-core",2.2.0,"Evan Light, Wesley Beary","Shared classes and tests for fog providers and services.","MIT","",RubyGem,"https://github.com/fog/fog-core",
"nokogiri",1.10.9,"Aaron Patterson, Mike Dalessio, Yoko Harada, Tim Elliott, Akinori MUSHA, John Shahid, Lars Kanis","Nokogiri (鋸) is an HTML, XML, SAX, and Reader parser.  Among
Nokogiri's many features is the ability to search documents via XPath
or CSS3 selectors.","","MIT; Multi-license: Zlib OR Apache-2.0 OR LGPL-2.0-only OR BSD-3-Clause OR MIT; Apache-2.0",RubyGem,"http://nokogiri.org",
